,Location,geo:long,Timestamp,geo:lat,Perception
0,0,4.352562724,18-12-07 9:41,50.8412501,3.625
1,1,4.35194914,18-12-07 9:58,50.84117354,3
2,2,4.351118571,18-12-07 10:01,50.84215579,3.714285714
3,3,4.356241087,18-12-07 10:13,50.83969127,4
4,4,4.353786645,18-12-07 10:18,50.84125287,4.142857143
5,5,4.353783053,18-12-07 10:21,50.83936164,4.142857143
6,6,4.355074352,18-12-07 10:24,50.84046274,4.5
