Device,geo:long,geo:lat,Perception,Timestamp
Device 1,4.3538256,50.8393046,5,2018-12-07 10:19:32
Device 1,4.3538256,50.8393046,4,2018-12-07 10:19:54
Device 1,4.3538256,50.8393046,5,2018-12-07 10:20:05
Device 1,4.3538256,50.8393046,5,2018-12-07 10:20:11
Device 1,4.3538256,50.8393046,4,2018-12-07 10:20:45
Device 1,4.3538044,50.8393331,5,2018-12-07 10:21:17
Device 1,4.3538287,50.8393129,4,2018-12-07 10:21:34
Device 1,4.3546977,50.840167,4,2018-12-07 10:24:35
Device 1,4.3546977,50.840167,5,2018-12-07 10:24:43
Device 1,4.3546977,50.840167,5,2018-12-07 10:25:01
Device 1,4.3548931,50.84024,5,2018-12-07 10:25:17
Device 1,4.3549689,50.8402563,4,2018-12-07 10:26:09
Device 1,4.3550829,50.8402704,5,2018-12-07 10:26:43
Device 1,4.3550997,50.8402709,4,2018-12-07 10:26:51
Device 1,4.3540244,50.8409532,4,2018-12-07 10:30:20
Device 1,4.3540244,50.8409532,5,2018-12-07 10:30:26
Device 1,4.3537509,50.840927,4,2018-12-07 10:31:45
Device 1,4.3536851,50.840956,5,2018-12-07 10:32:34
Device 1,4.3515841,50.8412799,1,2018-12-07 10:37:21
Device 1,4.3518396,50.8409387,1,2018-12-07 10:40:03
Device 1,4.3517652,50.8411984,1,2018-12-07 10:40:39
Device 1,4.3517652,50.8411984,2,2018-12-07 10:40:53
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Device 3,-2.1184538,53.2516088,5,2018-06-09 15:08:47
Device 3,-2.1191731,53.2516144,5,2018-06-09 15:10:25
Device 3,-2.1195202,53.2519024,5,2018-06-09 15:11:07
Device 3,-2.11965,53.2518951,4,2018-06-09 15:11:20
Device 3,-2.1210236,53.250206,5,2018-06-09 15:22:05
Device 3,-2.1184586,53.2508925,4,2018-06-09 15:27:24
Device 3,-2.1167115,53.2517637,2,2018-06-09 15:30:56
Device 3,-2.1169782,53.2521221,2,2018-06-09 15:32:31
Device 3,-2.1184222,53.2515687,4,2018-06-09 15:36:02
Device 3,-2.1184232,53.2516488,4,2018-06-09 15:36:34
,,,,
Device 3,4.3086148,50.8660722,4,2018-09-20 8:54:08
Device 3,4.3086128,50.8660742,4,2018-09-20 8:54:32
Device 3,4.3086742,50.865987,5,2018-09-20 8:54:49
Device 3,4.3086031,50.8660777,4,2018-09-20 8:55:40
Device 3,4.3085805,50.8660728,4,2018-09-20 8:56:32
Device 3,4.3085805,50.8660728,4,2018-09-20 8:57:01
Device 3,4.3085805,50.8660728,4,2018-09-20 8:57:14
Device 3,4.3085805,50.8660728,4,2018-09-20 8:57:32
Device 3,4.3085805,50.8660728,4,2018-09-20 8:57:56
Device 3,4.3091411,50.8662159,4,2018-09-20 8:58:38
Device 3,4.3089579,50.8663097,4,2018-09-20 8:59:19
Device 3,4.3090571,50.8664095,4,2018-09-20 8:59:39
Device 3,4.3091468,50.8664991,5,2018-09-20 8:59:55
Device 3,4.309191,50.8665182,4,2018-09-20 9:00:19
Device 3,4.3091874,50.8665278,4,2018-09-20 9:00:55
Device 3,4.3091784,50.86653,5,2018-09-20 9:01:04
Device 3,4.3091729,50.8665446,5,2018-09-20 9:01:25
Device 3,4.3091735,50.8665983,5,2018-09-20 9:01:40
Device 3,4.3088692,50.8667811,4,2018-09-20 9:02:27
Device 3,4.3078958,50.867069,4,2018-09-20 9:03:20
Device 3,4.3076096,50.8670678,4,2018-09-20 9:03:37
Device 3,4.3072281,50.867,4,2018-09-20 9:04:09
Device 3,4.3072021,50.8670279,5,2018-09-20 9:04:53
Device 3,4.3053447,50.8669797,4,2018-09-20 9:07:21
Device 3,4.3050353,50.8667777,4,2018-09-20 9:07:35
Device 3,4.3050029,50.8667465,4,2018-09-20 9:07:52
Device 3,4.304997,50.866733,2,2018-09-20 9:08:02
Device 3,4.3049613,50.8666981,4,2018-09-20 9:08:24
Device 3,4.3049521,50.8666944,5,2018-09-20 9:08:30
Device 3,4.3050094,50.8659864,5,2018-09-20 9:11:27
Device 3,4.3050084,50.8659965,4,2018-09-20 9:12:07
Device 3,4.3049781,50.865974,4,2018-09-20 9:12:21
Device 3,4.3049603,50.8659827,5,2018-09-20 9:12:28
Device 3,4.3049433,50.8659927,4,2018-09-20 9:12:34
Device 3,4.3049522,50.8659959,4,2018-09-20 9:13:03
Device 3,4.3058106,50.8653113,4,2018-09-20 9:15:34
Device 3,4.3062208,50.8650332,5,2018-09-20 9:16:11
Device 3,4.3062849,50.86498,4,2018-09-20 9:16:18
Device 3,4.3062889,50.8649635,5,2018-09-20 9:16:36
Device 3,4.3063107,50.8649652,4,2018-09-20 9:16:47
Device 3,4.3063685,50.8649382,5,2018-09-20 9:17:05
Device 3,4.3062428,50.8649234,5,2018-09-20 9:17:38
Device 3,4.3063625,50.86493,5,2018-09-20 9:17:58
Device 3,4.3063157,50.8648899,5,2018-09-20 9:18:20
Device 3,4.3064665,50.8649067,4,2018-09-20 9:18:43
Device 3,4.307797,50.8648986,4,2018-09-20 9:20:23
Device 3,4.3083094,50.8650317,4,2018-09-20 9:20:58
Device 3,4.3084197,50.8650739,5,2018-09-20 9:21:18
Device 3,4.308423,50.8650719,4,2018-09-20 9:21:32
Device 3,4.3084335,50.8650742,5,2018-09-20 9:21:46
Device 3,4.3083933,50.8650526,4,2018-09-20 9:22:27
Device 3,4.3083303,50.8649914,4,2018-09-20 9:23:04
Device 3,4.3104398,50.8656506,4,2018-09-20 9:25:17
Device 3,4.310466,50.8656397,5,2018-09-20 9:25:37
Device 3,4.3104915,50.8656264,5,2018-09-20 9:26:10
Device 3,4.3088511,50.8660649,4,2018-09-20 9:31:49
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Device 4,-2.1184735,53.251761,5,2018-06-09 15:08:46
Device 4,-2.1197944,53.251917,4,2018-06-09 15:11:21
Device 4,-2.1198058,53.2519191,5,2018-06-09 15:11:48
Device 4,-2.1198049,53.2519198,4,2018-06-09 15:11:58
Device 4,-2.1198073,53.251921,5,2018-06-09 15:12:09
Device 4,-2.1197998,53.2519229,4,2018-06-09 15:12:18
Device 4,-2.1211097,53.2523619,4,2018-06-09 15:15:32
Device 4,-2.1211856,53.2524179,4,2018-06-09 15:15:40
Device 4,-2.1211989,53.2524324,4,2018-06-09 15:15:51
Device 4,-2.1213129,53.2512474,5,2018-06-09 15:19:19
Device 4,-2.1213245,53.2512256,4,2018-06-09 15:19:54
Device 4,-2.1210942,53.2502202,5,2018-06-09 15:21:56
Device 4,-2.1210823,53.2502184,5,2018-06-09 15:22:24
Device 4,-2.1195777,53.2498228,5,2018-06-09 15:24:59
Device 4,-2.1195002,53.2498278,5,2018-06-09 15:25:24
Device 4,-2.1184907,53.2507302,5,2018-06-09 15:27:21
Device 4,-2.1184746,53.2507537,5,2018-06-09 15:27:55
Device 4,-2.1166497,53.2516916,2,2018-06-09 15:30:53
Device 4,-2.1166708,53.2517041,4,2018-06-09 15:31:18
Device 4,-2.1169901,53.2521259,1,2018-06-09 15:32:31
Device 4,-2.117456,53.2516819,4,2018-06-09 15:34:59
Device 4,-2.1184571,53.2512724,1,2018-06-09 15:40:21
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
