sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-PM1,AirBeam2:,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2018-06-09T14:18:18.771+0100,53.2516108,-2.1183465,4
2018-06-09T14:18:20.269+0100,53.2516108,-2.1183465,4
2018-06-09T14:18:21.262+0100,53.25137087,-2.11833742,4
2018-06-09T14:18:21.767+0100,53.25137087,-2.11833742,4
2018-06-09T14:18:23.256+0100,53.25136501,-2.11835551,4
2018-06-09T14:18:23.756+0100,53.25136501,-2.11835551,4
2018-06-09T14:18:24.755+0100,53.25136161,-2.11836698,4
2018-06-09T14:18:26.249+0100,53.25136485,-2.11837157,4
2018-06-09T14:18:26.753+0100,53.25136485,-2.11837157,4
2018-06-09T14:18:28.247+0100,53.25136819,-2.11837349,4
2018-06-09T14:18:29.246+0100,53.25136985,-2.11838126,4
2018-06-09T14:18:30.242+0100,53.25137061,-2.11838482,4
2018-06-09T14:18:30.741+0100,53.25137061,-2.11838482,5
2018-06-09T14:18:32.236+0100,53.25137273,-2.11838643,5
2018-06-09T14:18:32.735+0100,53.25137273,-2.11838643,5
2018-06-09T14:18:34.231+0100,53.25137387,-2.11839619,5
2018-06-09T14:18:34.740+0100,53.25137387,-2.11839619,5
2018-06-09T14:18:36.227+0100,53.25142257,-2.118415,5
2018-06-09T14:18:37.221+0100,53.25144145,-2.11842298,5
2018-06-09T14:18:37.723+0100,53.25144145,-2.11842298,5
2018-06-09T14:18:38.719+0100,53.2514426,-2.11842775,5
2018-06-09T14:18:40.229+0100,53.25144025,-2.11843134,5
2018-06-09T14:18:41.216+0100,53.25145017,-2.11843105,5
2018-06-09T14:18:42.212+0100,53.25145759,-2.11842974,6
2018-06-09T14:18:43.211+0100,53.25146889,-2.11843302,6
2018-06-09T14:18:44.214+0100,53.25148009,-2.1184368,5
2018-06-09T14:18:45.203+0100,53.25148187,-2.11843654,5
2018-06-09T14:18:45.707+0100,53.25148187,-2.11843654,5
2018-06-09T14:18:46.697+0100,53.25148643,-2.11844174,5
2018-06-09T14:18:48.203+0100,53.2514962,-2.11844419,5
2018-06-09T14:18:49.201+0100,53.25149676,-2.11844471,5
2018-06-09T14:18:50.195+0100,53.2514986,-2.11844469,7
2018-06-09T14:18:51.192+0100,53.25149792,-2.11844432,7
2018-06-09T14:18:52.191+0100,53.25149695,-2.11844385,8
2018-06-09T14:18:53.190+0100,53.25149747,-2.11844418,8
2018-06-09T14:18:54.183+0100,53.25149785,-2.1184444,7
2018-06-09T14:18:54.680+0100,53.25149785,-2.1184444,7
2018-06-09T14:18:56.180+0100,53.25149786,-2.11844403,7
2018-06-09T14:18:57.181+0100,53.25149787,-2.11844405,7
2018-06-09T14:18:58.172+0100,53.25149788,-2.11844404,7
2018-06-09T14:18:59.173+0100,53.25149795,-2.11844407,7
2018-06-09T14:19:00.163+0100,53.25149793,-2.11844405,7
2018-06-09T14:19:00.666+0100,53.25149793,-2.11844405,7
2018-06-09T14:19:01.665+0100,53.25149797,-2.11844406,7
2018-06-09T14:19:02.665+0100,53.25149802,-2.11844408,7
2018-06-09T14:19:03.659+0100,53.25149799,-2.11844405,7
2018-06-09T14:19:04.658+0100,53.25149794,-2.11844388,7
2018-06-09T14:19:05.649+0100,53.25150361,-2.11842674,7
2018-06-09T14:19:06.653+0100,53.25149618,-2.11841091,7
2018-06-09T14:19:07.654+0100,53.251487,-2.11841407,8
2018-06-09T14:19:08.646+0100,53.2515042,-2.11840705,8
2018-06-09T14:19:09.649+0100,53.2515132,-2.11841211,9
2018-06-09T14:19:10.641+0100,53.25151863,-2.11840215,10
2018-06-09T14:19:11.642+0100,53.25152118,-2.11838932,10
