sensor:model,sensor:package,sensor:capability,sensor:units
AirBeam2-PM1,AirBeam2:00189610714D,Particulate Matter,micrograms per cubic meter
Timestamp,geo:lat,geo:long,Value
2018-09-20T10:00:05.873+0100,50.86650507,4.3091029,3
2018-09-20T10:00:06.893+0100,50.86650507,4.3091029,3
2018-09-20T10:00:07.918+0100,50.86654835,4.3093415,3
2018-09-20T10:00:08.964+0100,50.86652453,4.3093276,3
2018-09-20T10:00:09.844+0100,50.86650781,4.30931201,3
2018-09-20T10:00:10.896+0100,50.86649432,4.30929695,3
2018-09-20T10:00:11.906+0100,50.86648459,4.30929488,3
2018-09-20T10:00:13.010+0100,50.86647446,4.3092897,3
2018-09-20T10:00:13.838+0100,50.86647779,4.30926195,3
2018-09-20T10:00:14.889+0100,50.86647737,4.30925426,3
2018-09-20T10:00:15.850+0100,50.86647785,4.30924521,3
2018-09-20T10:00:16.887+0100,50.86647861,4.30923759,3
2018-09-20T10:00:17.928+0100,50.86648286,4.30922439,3
2018-09-20T10:00:18.891+0100,50.86648397,4.3092166,3
2018-09-20T10:00:19.926+0100,50.86648001,4.30921588,3
2018-09-20T10:00:20.885+0100,50.86647065,4.30921359,3
2018-09-20T10:00:21.924+0100,50.86645809,4.30920784,3
2018-09-20T10:00:22.950+0100,50.8664476,4.3091973,3
2018-09-20T10:00:23.871+0100,50.8664433,4.30918274,3
2018-09-20T10:00:24.846+0100,50.8664466,4.30917008,3
2018-09-20T10:00:25.913+0100,50.86645482,4.30916487,3
2018-09-20T10:00:26.911+0100,50.86646898,4.30916118,3
2018-09-20T10:00:27.895+0100,50.86647786,4.30916036,2
2018-09-20T10:00:28.862+0100,50.86648568,4.30915359,2
2018-09-20T10:00:29.839+0100,50.86649112,4.30913484,2
2018-09-20T10:00:30.896+0100,50.86649429,4.30912603,2
2018-09-20T10:00:31.844+0100,50.86649803,4.30912053,2
2018-09-20T10:00:32.913+0100,50.86649935,4.30912,2
2018-09-20T10:00:33.898+0100,50.86650515,4.30911814,2
2018-09-20T10:00:34.838+0100,50.86650631,4.30911901,2
